source_system,evidence_type,evidence_group,period,period_label,period_order,domain,diagnostic,value,units,classification,raw_score,weight,weighted_score,support_direction,evidence_strength,confidence,interpretation,limitation,source_table
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,congo_moisture_corridor,ERA5 qu850 climatology,0.0111101260382293,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,ethiopia,ERA5 qu850 climatology,0.0372761824103889,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,greater_horn,ERA5 qu850 climatology,0.0082882540020743,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,western_moisture_entry,ERA5 qu850 climatology,0.0203752566530054,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qu850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,congo_moisture_corridor,ERA5 qv850 climatology,0.0157365677423988,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,ethiopia,ERA5 qv850 climatology,0.0413842084021816,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,greater_horn,ERA5 qv850 climatology,0.0298567816225571,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,western_moisture_entry,ERA5 qv850 climatology,0.0220657722174513,kg kg-1 m s-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,qv850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,congo_moisture_corridor,ERA5 wind_speed850 climatology,2.7307954223787947,m s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,ethiopia,ERA5 wind_speed850 climatology,7.12726854986664,m s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,greater_horn,ERA5 wind_speed850 climatology,6.841995934036357,m s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,western_moisture_entry,ERA5 wind_speed850 climatology,3.1512091543275664,m s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,wind_speed850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,arabia_red_sea,ERA5 z200 climatology,12502.408211871902,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,ethiopia,ERA5 z200 climatology,12423.639607590088,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,greater_horn,ERA5 z200 climatology,12431.985649568076,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,north_africa_arabia,ERA5 z200 climatology,12494.348439766458,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,arabia_red_sea,ERA5 z500 climatology,5875.075847148575,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,ethiopia,ERA5 z500 climatology,5868.635037247624,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,greater_horn,ERA5 z500 climatology,5869.828050180087,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Jul,July 2026,2,north_africa_arabia,ERA5 z500 climatology,5880.535779332114,m,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,z500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,ocean_driver,Jul,July 2026,2,iod_west_minus_iod_east,DMI / IOD proxy from NMME tmpsfc,0.1543942391872406,K,iod_neutral_or_weak,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,low_to_moderate,IOD signal is neutral or weak.,IOD influence on Ethiopia Kiremt can be spatially mixed; use official DMI products where possible.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,ocean_driver,Jul,July 2026,2,nino34_box,Niño3.4 SST anomaly proxy from NMME tmpsfc,1.4020531177520752,K,el_nino_like,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,moderate,El Niño-like SST forcing; supports dry-risk for Ethiopia Kiremt.,"Computed from NMME tmpsfc anomaly as an SST proxy, not an official Niño3.4 index product.",final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,central_ethiopia,NMME precipitation anomaly,-8.147616386413574,mm/month,near_normal,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,moderate,Near-normal monthly rainfall anomaly.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,east_ethiopia,NMME precipitation anomaly,-6.676438808441162,mm/month,near_normal,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,moderate,Near-normal monthly rainfall anomaly.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,ethiopia,NMME precipitation anomaly,-8.790461540222168,mm/month,near_normal,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,moderate,Near-normal monthly rainfall anomaly.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,greater_horn,NMME precipitation anomaly,-7.298348903656006,mm/month,near_normal,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,moderate,Near-normal monthly rainfall anomaly.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,north_ethiopia,NMME precipitation anomaly,-0.9921156764030457,mm/month,near_normal,0.0,1.0,0.0,neutral_mixed_or_context_only,neutral_or_context,moderate,Near-normal monthly rainfall anomaly.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,rainfall_forecast,Jul,July 2026,2,west_ethiopia,NMME precipitation anomaly,-12.105708122253418,mm/month,weak_below_normal,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,moderate,Weak monthly rainfall deficit signal.,Direct NMME ensemble-mean anomaly; does not show probability or model agreement.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,upper_level_circulation,Jul,July 2026,2,arabia_red_sea,NMME z200 anomaly,39.65713882446289,m,positive_height_anomaly,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall.",final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,upper_level_circulation,Jul,July 2026,2,east_africa,NMME z200 anomaly,50.35972595214844,m,positive_height_anomaly,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall.",final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,upper_level_circulation,Jul,July 2026,2,ethiopia,NMME z200 anomaly,51.259090423583984,m,positive_height_anomaly,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall.",final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,upper_level_circulation,Jul,July 2026,2,greater_horn,NMME z200 anomaly,48.52931594848633,m,positive_height_anomaly,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall.",final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,nmme_forecast_anomaly,upper_level_circulation,Jul,July 2026,2,north_africa_arabia,NMME z200 anomaly,34.529876708984375,m,positive_height_anomaly,1.0,1.0,1.0,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Positive z200 anomaly may suggest ridging/subsidence-supporting circulation.,"z200 alone is not sufficient; interpret together with u200, divergence, omega, and rainfall.",final_dynamic_evidence_matrix.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,div200,-1.282177841397451e-07,s-1,convergence,1.0,0.5,0.5,supports_dry_kiremt,moderate_dry_support,low_to_moderate,Upper-level convergence may suppress deep convection and supports dry-risk interpretation.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,mfc850,2.1943470141759784e-09,kg kg-1 s-1 approximately,moisture_convergence,-1.0,0.5,-0.5,supports_wet_or_reduces_dry_risk,moderate_wet_support,low_to_moderate,Low-level moisture-flux convergence supports rainfall potential.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,omega500,-0.008364798435853,Pa s**-1,rising_motion_tendency,-1.0,0.5,-0.5,supports_wet_or_reduces_dry_risk,moderate_wet_support,low_to_moderate,Negative omega indicates rising-motion tendency and supports rainfall potential.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,omega700,-0.0191511003624278,Pa s**-1,rising_motion_tendency,-1.0,0.5,-0.5,supports_wet_or_reduces_dry_risk,moderate_wet_support,low_to_moderate,Negative omega indicates rising-motion tendency and supports rainfall potential.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,q850,0.0109344961215009,kg kg**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"q850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,qu850,0.0251326120133667,kg kg-1 m s-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"qu850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,qv850,0.0385520008428161,kg kg-1 m s-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"qv850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,sst_proxy,302.61295133677135,K,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"sst_proxy is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,strf200,-20824235.645641632,m**2 s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"strf200 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,tej_strength,18.25831101771462,m s**-1,moderate_tej,-1.0,0.5,-0.5,supports_wet_or_reduces_dry_risk,moderate_wet_support,low_to_moderate,Moderate/strong TEJ supports an active Kiremt upper-level jet background and reduces dry-risk confidence.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,u200,-18.25831101771462,m s**-1,easterly_flow,-0.5,0.5,-0.25,supports_wet_or_reduces_dry_risk,weak_wet_support,low,Easterly 200 hPa flow is consistent with TEJ background and supports rainfall potential.,Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,u850,2.400818359429936,m s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"u850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,v200,1.2740186036634944,m s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"v200 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,v850,3.815548783930176,m s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"v850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,vp200,9355265.675577795,m**2 s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"vp200 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,wind_speed850,5.728391746439913,m s**-1,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"wind_speed850 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,z200,12416.008158544368,gpm,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"z200 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
CFSv2_NOMADS_June2026_init,cfsv2_raw_dynamic_consistency,dynamic_circulation_forecast,Aug,August 2026,3,ethiopia,z500,5876.195745622309,gpm,not_classified,0.0,0.25,0.0,neutral_mixed_or_context_only,neutral_or_context,context_only,"z500 is retained as circulation context, but it is not scored because raw values require anomaly or pattern-based interpretation.",Raw CFSv2 forecast field; not an anomaly relative to model hindcast climatology.,cfsv2_dynamic_area_mean_diagnostics.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,tej_core,ERA5 TEJ strength climatology,18.94883529319876,m s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,TEJ strength climatology is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,arabia_red_sea,ERA5 divergence200 climatology,-4.346348408461343e-07,s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,ethiopia,ERA5 divergence200 climatology,-4.1827435630500473e-07,s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,greater_horn,ERA5 divergence200 climatology,-5.351188758982833e-07,s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,north_africa_arabia,ERA5 divergence200 climatology,-3.005737784756161e-07,s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,divergence200 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,congo_moisture_corridor,ERA5 mfc850 climatology,1.6862801455109383e-08,kg kg-1 s-1 approximately,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,ethiopia,ERA5 mfc850 climatology,3.352033710967661e-09,kg kg-1 s-1 approximately,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,greater_horn,ERA5 mfc850 climatology,3.322412499435929e-09,kg kg-1 s-1 approximately,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,western_moisture_entry,ERA5 mfc850 climatology,8.958377267188029e-09,kg kg-1 s-1 approximately,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,mfc850 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,arabia_red_sea,ERA5 omega500 climatology,-0.00693059795847,Pa s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,ethiopia,ERA5 omega500 climatology,-0.0319308966646348,Pa s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
NMME_CPC_ENSMEAN,era5_climatological_context,circulation_baseline,Aug,August 2026,3,greater_horn,ERA5 omega500 climatology,-0.0010222855800493,Pa s**-1,baseline_only,0.0,0.0,0.0,neutral_mixed_or_context_only,neutral_or_context,high_for_climatology,omega500 is from ERA5 1991-2020 climatology. It describes normal Kiremt circulation but does not confirm 2026 anomaly by itself.,Baseline only; not a 2026 forecast anomaly.,final_dynamic_evidence_matrix.csv
